path,isim_ae,iou_ae,isim_pose,iou_pose,isim_car_and_pose,iou_car_and_pose,isim_car_and_pose_and_background,iou_car_and_pose_and_background
santa-clara-square-rooftop/IMG_2769.JPEG,0.7175559,0.5594780765664327,0.67565435,0.0,0.5608479,0.0,0.659126,0.0
santa-clara-square-rooftop/IMG_2607.JPEG,0.67354816,0.48503801815060094,0.63901407,0.0,0.5514486,0.0,0.5626165,0.0
avana-sunnyvale/IMG_1046.JPEG,0.70683503,0.19257992819285347,0.6875462,0.0,0.55237883,0.0,0.57066023,0.0
santa-clara-square-rooftop/IMG_2828.JPEG,0.6812274,0.39961531934151723,0.7177668,0.7269496914157472,0.55048835,0.0,0.55434704,0.0
santa-clara-square-rooftop/IMG_2617.JPEG,0.6938559,0.4191074340237937,0.5887139,0.0,0.57471895,0.0,0.5776467,0.0
avana-sunnyvale/IMG_0468.JPEG,0.6474841,0.32786506469500926,0.8142345,0.37897935925034826,0.5432127,0.03451104791074163,0.56625783,0.4451155316673131
avana-sunnyvale/IMG_1516.JPEG,0.70301294,0.4019530516431925,0.6684801,0.0,0.5683807,0.0,0.61091244,0.0
avana-sunnyvale/IMG_0863.JPEG,0.6449074,0.3747260774287801,0.5854578,0.0,0.5373939,0.0,0.54606545,0.0
santa-clara-square-rooftop/IMG_2781.JPEG,0.67121917,0.4415406501923178,0.6241169,0.0,0.52907896,0.0,0.5534134,0.0
avana-sunnyvale/IMG_1525.JPEG,0.6363003,0.31971506390111043,0.6297366,0.0,0.54440826,0.0,0.53835285,0.0
avana-sunnyvale/IMG_1108.JPEG,0.7277633,0.41731554358348416,0.6467817,0.0,0.5694516,0.0,0.6446715,0.0
avana-sunnyvale/IMG_1369.JPEG,0.6470449,0.40194135284850335,0.71220535,0.6654513816961511,0.5405166,0.0,0.55539846,0.0
avana-sunnyvale/IMG_0750.JPEG,0.6602853,0.3720327036932619,0.6420014,0.0,0.53769666,0.0,0.5844334,0.0
avana-sunnyvale/IMG_1102.JPEG,0.70177877,0.5372236426530306,0.63500166,0.0,0.5538938,0.0,0.70867723,0.0
avana-sunnyvale/IMG_1294.JPEG,0.6897902,0.3354545767259468,0.67584115,0.0,0.5787823,0.0,0.6127406,0.0
